1.0	0	0	0	0.0	0.0	0.0	0	0	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	0	0
2.0	3	0	56	1.0	8.0	1.0	0	373333	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	5790000	6546000	10824000
3.0	6	0	51	2.0	50.666666666666664	5.333333333333333	3	142666	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2800333	275000	8402000
4.0	5	0	78	2.4	91.2	7.0	4	670400	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	4927800	2066000	8733000
5.0	15	0	67	1.3333333333333333	11.733333333333333	1.1333333333333333	6	345600	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1618200	315000	4179000
6.0	16	0	53	1.375	11.875	1.109375	5	895000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1273125	248000	5097000
7.0	9	0	71	1.4444444444444444	24.88888888888889	2.6666666666666665	3	1481777	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2635111	259000	9281000
8.0	5	0	35	1.4	11.2	1.0	2	550400	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2340800	268000	6587000
9.0	5	0	67	1.8	38.6	4.025	4	464000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	4257600	3050000	8973000
10.0	13	0	69	1.0769230769230769	9.076923076923077	1.0	2	1165538	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1870153	251000	7516000
11.0	9	0	63	1.1111111111111112	24.0	2.6666666666666665	3	1610666	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2362111	287000	6851000
12.0	6	0	67	1.6666666666666667	56.833333333333336	6.4375	3	152000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	3603000	299000	11111000
13.0	6	0	62	1.6666666666666667	33.333333333333336	3.5	4	238666	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	3347666	253000	7444000
14.0	6	0	48	2.0	57.5	3.6875	3	520000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2658500	1285000	5376000
15.0	3	0	56	2.0	58.666666666666664	6.333333333333333	2	513333	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	5799666	2098000	15301000
16.0	12	0	57	1.0833333333333333	20.916666666666668	1.28125	1	1864000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1697166	264000	4785000
17.0	8	0	51	1.375	37.875	4.234375	2	1220500	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2172375	309000	11404000
18.0	7	0	72	2.0	33.142857142857146	3.142857142857143	5	164571	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	3340571	1186000	12590000
19.0	6	0	44	1.1666666666666667	9.333333333333334	1.0	1	778666	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2449833	302000	9915000
20.0	14	0	57	1.2857142857142858	36.0	2.0714285714285716	4	1292857	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1503071	244000	9018000
21.0	5	0	76	2.0	129.4	12.175	3	318400	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	4813200	2089000	7814000
22.0	18	0	43	1.1111111111111112	8.88888888888889	1.0	3	1104888	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	998611	270000	3324000
23.0	4	0	11	2.0	58.5	6.3125	3	560000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1055250	291000	3304000
24.0	15	0	67	1.0666666666666667	16.533333333333335	2.0	1	724533	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1617200	269000	9258000
25.0	6	0	30	2.0	56.0	3.5	4	629333	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1748166	606000	3310000
26.0	18	0	60	1.2777777777777777	15.555555555555555	1.6666666666666667	6	1551111	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1283111	281000	3329000
27.0	14	0	71	1.2857142857142858	33.0	2.767857142857143	4	1083714	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1799357	263000	5688000
28.0	10	0	68	1.3	72.7	7.1875	5	744800	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2313600	300000	6901000
29.0	3	0	78	2.3333333333333335	20.333333333333332	1.2083333333333333	1	202666	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	7999000	3630000	20367000
