SEED 1 - SEM EMM
1.0	0	0	0	0.0	0.0	0.0	0	0	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	0	0
2.0	8	0	51	1.375	47.0	5.5	4	129000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2180625	276000	9057000
3.0	12	0	51	1.5	22.666666666666668	2.25	4	1127666	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1550500	581000	4203000
4.0	6	0	67	2.1666666666666665	57.333333333333336	1.0	5	114000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	3606833	1499000	8994000
5.0	18	0	54	1.2777777777777777	10.222222222222221	1.0	3	1845777	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1186277	299000	4478000
6.0	12	0	64	1.5833333333333333	22.666666666666668	2.25	5	631333	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1871416	278000	6925000
7.0	8	0	56	1.125	9.0	1.0	1	1192000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2357375	297000	14953000
8.0	7	0	69	1.8571428571428572	49.142857142857146	5.285714285714286	5	193714	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	3211714	288000	7474000
9.0	9	0	63	1.5555555555555556	34.55555555555556	3.763888888888889	4	300444	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2367444	255000	9591000
10.0	11	0	71	1.1818181818181819	37.45454545454545	4.5	3	760000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2208090	301000	6594000
11.0	10	0	62	1.3	29.8	1.925	3	758400	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2130000	259000	7511000
12.0	4	0	72	2.0	76.0	4.75	3	578000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	5623750	312000	16477000
13.0	10	0	67	1.3	37.6	4.3	6	367200	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2282500	288000	4545000
14.0	2	0	22	2.0	76.0	1.0	1	136000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	3456000	6912000	6912000
15.0	4	0	53	2.5	20.0	1.0	2	1670000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	4197500	1473000	13205000
16.0	12	0	72	1.3333333333333333	34.083333333333336	2.6770833333333335	6	1222666	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2078083	315000	5105000
17.0	10	0	71	1.5	42.1	3.2625	5	653600	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2402000	627000	7180000
18.0	6	0	59	1.5	46.5	5.3125	2	385333	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	3196833	302000	11112000
19.0	10	0	71	1.1	21.6	2.5	2	928400	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2398900	326000	9873000
20.0	13	0	69	1.2307692307692308	20.53846153846154	2.3365384615384617	2	488615	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1868769	272000	9024000
21.0	6	0	67	1.8333333333333333	54.666666666666664	6.0	4	240666	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	3603166	1823000	9320000
22.0	16	0	57	1.4375	26.375	2.921875	5	1213000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1350250	276000	4793000
23.0	8	0	74	2.25	33.125	2.890625	4	809000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	3039250	300000	6902000
24.0	16	0	66	1.3125	19.75	2.15625	6	1115000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1518562	274000	5402000
25.0	4	0	30	2.0	16.0	1.0	2	1029000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2472500	1197000	5399000
26.0	10	0	57	1.3	22.4	2.5	3	1175200	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1978500	261000	6885000
27.0	14	0	50	1.0714285714285714	9.0	1.0535714285714286	2	2612571	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1348071	285000	3909000
28.0	11	0	71	1.4545454545454546	22.181818181818183	2.227272727272727	3	1296363	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2207000	270000	6868000
29.0	3	0	46	2.0	16.0	1.0	2	256000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	4793666	2984000	11397000
30.0	16	0	68	1.25	40.5	2.875	3	1842250	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1559687	271000	8400000
31.0	7	0	54	1.1428571428571428	9.142857142857142	1.0	2	1917714	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2568428	563000	8072000
32.0	7	0	71	1.7142857142857142	66.28571428571429	5.285714285714286	6	556571	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	3302142	343000	9891000
33.0	4	0	66	2.25	18.0	1.0	3	56000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	5174000	3917000	8957000
34.0	7	0	73	2.0	33.142857142857146	3.142857142857143	4	114857	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	3387142	299000	12019000
35.0	8	0	75	1.25	41.25	4.90625	3	119000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	3077625	326000	6032000
36.0	6	0	75	1.6666666666666667	33.333333333333336	3.5	3	120666	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	4008166	262000	9327000
37.0	8	0	64	1.75	54.875	6.109375	5	682500	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2665000	307000	10204000
38.0	10	0	71	1.1	8.8	1.0	1	737600	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2396800	255000	9878000
39.0	1	0	0	2.0	136.0	16.0	0	32000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	0	0
40.0	9	0	45	1.1111111111111112	15.333333333333334	1.8055555555555556	1	2152888	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1767555	268000	6895000
41.0	9	0	75	1.3333333333333333	10.666666666666666	1.0	2	1077333	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	2764444	287000	9838000
42.0	7	0	65	1.7142857142857142	67.42857142857143	5.571428571428571	6	40000	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	3043857	320000	12849000
